REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,WEALTH_QUINTILE,Wealth Quintile,SERIES_NAME,Series Name,SERIES_YEAR,Series Year,REGIONAL_GROUP,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,SERIES_CATEGORY,Series Category,SERIES_TYPE,Series Type,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,Age Group of Women,TIME_SINCE_FIRST_BIRTH,Time Since First Birth,DEFINITION,INTERVAL,SERIES_METHOD,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,MODEL,Model Used
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1962-06,169.777058056652,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1962.5,,,,,,1,,,142.30802096201,204.788700046038,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1963-06,162.948540977531,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1963.5,,,,,,1,,,139.586003363627,192.08816967203,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1964-06,156.458612105478,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1964.5,,,,,,1,,,135.678707652595,180.763006553637,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1965-06,150.041991457933,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1965.5,,,,,,1,,,131.820040361709,170.530920772491,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1966-06,143.521030951752,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1966.5,,,,,,1,,,127.451524501929,161.186358136753,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1967-06,136.927453634146,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1967.5,,,,,,1,,,122.569694589131,152.234172226907,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1968-06,130.522372001696,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1968.5,,,,,,1,,,117.337419262332,144.469356990761,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1969-06,124.401458389202,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1969.5,,,,,,1,,,112.25415294574,137.296413601014,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1970-06,118.443207313783,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1970.5,,,,,,1,,,106.897520016381,130.551652729359,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1971-06,112.638473797283,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1971.5,,,,,,1,,,101.79383027272,124.187710167865,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1972-06,107.050172064496,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1972.5,,,,,,1,,,96.7010369516755,118.165238494761,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1973-06,101.421210292163,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1973.5,,,,,,1,,,91.6400404758679,112.092014964276,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1974-06,95.7994160898292,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1974.5,,,,,,1,,,86.6778647364837,105.756055955885,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1975-06,90.1086973236244,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1975.5,,,,,,1,,,81.4678880852312,99.5458076995317,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1976-06,84.4228194366299,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1976.5,,,,,,1,,,76.4639872966664,93.2826826730542,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1977-06,78.9258176854126,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1977.5,,,,,,1,,,71.4245457986603,87.266413522266,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1978-06,73.7993138489258,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1978.5,,,,,,1,,,66.5709076924183,81.6718586822469,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1979-06,69.119123492563,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1979.5,,,,,,1,,,62.2729130626388,76.6187276693864,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1980-06,64.7867826203175,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1980.5,,,,,,1,,,58.2090576600913,71.9765194939412,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1981-06,61.1197499667803,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1981.5,,,,,,1,,,54.8064121234032,67.9128046544061,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1982-06,57.7766520802856,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1982.5,,,,,,1,,,51.875170015904,64.2617396880422,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1983-06,54.7965820768932,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1983.5,,,,,,1,,,49.1231261510868,61.0488484327014,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1984-06,51.9684628483108,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1984.5,,,,,,1,,,46.5314062698764,58.0183864652976,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1985-06,49.3737092488421,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1985.5,,,,,,1,,,44.0534906381422,55.3839442464193,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1986-06,47.0522625361266,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1986.5,,,,,,1,,,41.8532212198814,53.0827358046596,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1987-06,45.0014826870943,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1987.5,,,,,,1,,,39.8350737302654,51.0312594746317,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1988-06,43.2219984276774,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1988.5,,,,,,1,,,38.1032370777563,49.1800775005993,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1989-06,41.7267255599523,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1989.5,,,,,,1,,,36.5907038351538,47.619126022903,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1990-06,40.4104091536721,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1990.5,,,,,,1,,,35.3410300123871,46.3008163744054,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1991-06,39.2093326844848,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1991.5,,,,,,1,,,34.1613184823897,45.0621405207468,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1992-06,38.0118854169398,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1992.5,,,,,,1,,,33.0836298839331,43.6518544235025,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1993-06,36.8257271557108,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1993.5,,,,,,1,,,31.9445786706885,42.2907694172823,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1994-06,35.5513613612502,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1994.5,,,,,,1,,,30.7211712354919,40.8511560679119,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1995-06,34.0822289118401,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1995.5,,,,,,1,,,29.4757923053418,39.1688874693995,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1996-06,32.5343079031616,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1996.5,,,,,,1,,,28.2211481475557,37.4239665295744,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1997-06,30.9709325980055,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1997.5,,,,,,1,,,26.945173232134,35.5169766947679,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1998-06,29.3551735990391,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1998.5,,,,,,1,,,25.6002414669436,33.6947886321111,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1999-06,27.7969783708507,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1999.5,,,,,,1,,,24.3107297227446,31.8843269484077,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2000-06,26.2959298931205,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2000.5,,,,,,1,,,23.1038664321556,30.0269532258589,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2001-06,24.9200684574503,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2001.5,,,,,,1,,,21.9773566135172,28.3341753844805,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2002-06,23.6419901513344,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2002.5,,,,,,1,,,20.9948611794705,26.6336050314824,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2003-06,22.4915896363282,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2003.5,,,,,,1,,,20.2103868083742,25.0887048270676,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2004-06,21.4959179284611,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2004.5,,,,,,1,,,19.5478071176192,23.602646685349,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2005-06,20.6105778421396,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2005.5,,,,,,1,,,19.0240840650501,22.3123815460326,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2006-06,19.8361786382679,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2006.5,,,,,,1,,,18.5710958298494,21.1795985732614,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2007-06,19.2193061126722,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2007.5,,,,,,1,,,18.2179197284017,20.2499653921885,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2008-06,18.7027250016892,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2008.5,,,,,,1,,,17.866486748343,19.5952957479497,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2009-06,18.3168574061623,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2009.5,,,,,,1,,,17.4959133087874,19.1649968922758,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2010-06,18.0458018824494,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2010.5,,,,,,1,,,17.1709932246203,18.954898521386,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2011-06,17.833451610421,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2011.5,,,,,,1,,,16.9126966709201,18.7859528072424,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2012-06,17.6836592503937,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2012.5,,,,,,1,,,16.8060987621173,18.5976915245261,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2013-06,17.5598002553497,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2013.5,,,,,,1,,,16.770905842436,18.3932539574375,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2014-06,17.4321314624944,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2014.5,,,,,,1,,,16.7763627231326,18.1285447641433,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2015-06,17.2793086807288,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2015.5,,,,,,1,,,16.7580947989896,17.8078133833915,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2016-06,17.0646996792887,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2016.5,,,,,,1,,,16.6401417879025,17.5116858748946,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2017-06,16.7416742355389,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2017.5,,,,,,1,,,16.3624928850537,17.1364348767712,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2018-06,16.2550351499555,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2018.5,,,,,,1,,,15.8783102957724,16.6452607776824,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2019-06,15.4978645683087,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2019.5,,,,,,1,,,15.1312074405049,15.8722605090426,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2020-06,14.529245900694,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2020.5,,,,,,1,,,14.1791225515303,14.885989114035,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2021-06,13.3779302675595,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2021.5,,,,,,1,,,13.0126567073276,13.74845107161,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2022-06,12.2531629866007,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2022.5,,,,,,1,,,11.8040948703994,12.6945949493559,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,M,Male,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,2023-06,11.2548813877327,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,2023.5,,,,,,1,,,10.6503943478555,11.8719067237423,,,BSR,BSR
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1979-01,113.27,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1979.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1984-01,66.15,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1984.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1989-01,49.48,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1989.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1994-01,47.37,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1994.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1999-01,22.36,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1999.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1223,Multiple Indicator Cluster Survey 2011-2012 (Direct),2011_2012,2011-2012,,,2009-08,21.39022,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,,2009.6,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1972-05,142.2,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1972.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1977-05,92.1,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1977.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1982-05,79.8,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1982.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1987-05,60.5,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1987.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1992-05,40.8,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1992.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2000-06,16.92456563,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,6.995471437,2000.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2005-06,6.191616833,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,2.485587246,2005.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2010-06,12.6345489,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.731063169,2010.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2015-06,12.58533757,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.418584463,2015.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2020-06,17.9365391,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,4.226249439,2020.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1980-06,49.23874104,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1980.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1987-06,37.210466,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1987.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1988-06,31.4231305,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1988.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1989-06,28.73962218,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1989.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1991-06,31.62580625,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1991.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1992-06,29.143878,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1992.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1993-06,30.24511709,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1993.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0T4,Under-five mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1994-06,29.04418052,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1994.5,,,,,,1,VR,Vital Registration,,,,,,
