REF_AREA,Geographic area,INDICATOR,Indicator,SEX,Sex,WEALTH_QUINTILE,Wealth Quintile,SERIES_NAME,Series Name,SERIES_YEAR,Series Year,REGIONAL_GROUP,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,SERIES_CATEGORY,Series Category,SERIES_TYPE,Series Type,STD_ERR,REF_DATE,AGE_GROUP_OF_WOMEN,Age Group of Women,TIME_SINCE_FIRST_BIRTH,Time Since First Birth,DEFINITION,INTERVAL,SERIES_METHOD,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,MODEL,Model Used
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1979-01,76.73,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1979.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1984-01,49.11,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1984.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1989-01,42.09,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1989.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1994-01,41.39,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1994.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1169,PAPFAM Family Health Survey 2001 (Direct),2001,2001,,,1999-01,18,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1999.0,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1223,Multiple Indicator Cluster Survey 2011-2012 (Direct),2011_2012,2011-2012,,,2009-08,17.94397,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,,2009.6,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1972-05,83.2,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1972.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1977-05,64.5,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1977.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1982-05,64.4,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1982.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1987-05,51.2,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1987.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1224,PAPCHILD Maternal and Child Health Survey 1994 (Direct),1994,1994,,,1992-05,31.5,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",PAP,PAP,D,Direct,,1992.4,,,,,,,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1227,Vital Registration from Institut National de la Statistique 2015 (VR),2015,2015,,,2010-06,15,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2010.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1227,Vital Registration from Institut National de la Statistique 2015 (VR),2015,2015,,,2011-06,14.8,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2011.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1227,Vital Registration from Institut National de la Statistique 2015 (VR),2015,2015,,,2012-06,15.3,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2012.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1227,Vital Registration from Institut National de la Statistique 2015 (VR),2015,2015,,,2013-06,13.6,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2013.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,1227,Vital Registration from Institut National de la Statistique 2015 (VR),2015,2015,,,2014-06,14.7,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2014.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2000-06,16.92456563,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,6.995471437,2000.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2005-06,4.658656468,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,1.984198873,2005.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2010-06,12.6345489,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.731063169,2010.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2015-06,10.47641171,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.185798285,2015.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2103,Multiple Indicator Cluster Survey 2023 (Direct),2023,2023,,,2020-06,15.87722979,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,4.023651904,2020.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1980-06,36.1527094,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1980.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1987-06,28.91640612,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1987.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1988-06,24.29989031,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1988.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1989-06,22.56059711,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1989.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1991-06,26.17783911,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1991.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1992-06,23.8703238,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1992.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1993-06,24.95100537,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1993.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1994-06,23.42008496,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1994.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1995-06,21.1733886,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1995.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1996-06,18.76986691,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1996.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1997-06,18.81717596,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1997.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1998-06,15.4783797,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1998.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,1999-06,19.31665415,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,1999.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2000-06,18.79141896,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2000.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2009-06,10.05198727,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2009.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2013-06,7.772898793,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2013.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2015-06,14.67692648,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2015.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2016-06,13.37344433,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2016.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2017-06,15.16210988,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2017.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2018-06,14.26067932,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2018.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2019-06,13.81550613,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2019.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2020-06,11.38062307,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2020.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2021-06,12.85526269,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2021.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,2175,VR Submitted to WHO/UNIGME 2024 version (VR),2023,2023,,,2022-06,9.650861316,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",VR,VR,VR,Vital Records,,2022.5,,,,,,1,VR,Vital Registration,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,441,Multiple Indicator Cluster Survey 2018 (Direct),2018,2018,,,1995-06,20.62868,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,6.436329,1995.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,441,Multiple Indicator Cluster Survey 2018 (Direct),2018,2018,,,2000-06,12.24027,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.468405,2000.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,441,Multiple Indicator Cluster Survey 2018 (Direct),2018,2018,,,2005-06,10.70982,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,2.751321,2005.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,441,Multiple Indicator Cluster Survey 2018 (Direct),2018,2018,,,2010-06,12.54659,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,2.805069,2010.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,441,Multiple Indicator Cluster Survey 2018 (Direct),2018,2018,,,2015-06,13.21285,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",MICS,MICS,D,Direct,3.002894,2015.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,490,Demographic and Health Survey 1988 (Direct),1988,1988,,,1965-06,92.46,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",DHS,DHS,D,Direct,12.25,1965.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,490,Demographic and Health Survey 1988 (Direct),1988,1988,,,1970-06,85.75,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",DHS,DHS,D,Direct,8.72,1970.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,490,Demographic and Health Survey 1988 (Direct),1988,1988,,,1975-06,59.23,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",DHS,DHS,D,Direct,6.43,1975.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,490,Demographic and Health Survey 1988 (Direct),1988,1988,,,1980-06,68.23,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",DHS,DHS,D,Direct,6.76,1980.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,490,Demographic and Health Survey 1988 (Direct),1988,1988,,,1985-06,45.97,,,,,IN,Included in IGME,D_PER_1000_B,"Deaths per 1,000 live births",DHS,DHS,D,Direct,4.59,1985.5,,,,,,5,FBH,Survey/Census with Full Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,1994-03,35.70255,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,1994.2,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,1997-03,28.68647,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,1997.2,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,1999-01,23.80665,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,1999.1,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,2000-05,19.85873,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,2000.3,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,2001-05,21.09525,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,2001.4,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,879,Census 2004 (Indirect),2004,2004,,,2002-04,26.05521,,,,,EX,Excluded from IGME,D_PER_1000_B,"Deaths per 1,000 live births",CEN,Census,ID,Indirect,,2002.3,,,,,,,SBH,Survey/Census with Summary Birth Histories,,,,,,
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1962-06,148.281225997538,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1962.5,,,,,,1,,,123.870031380015,179.183907375518,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1963-06,142.152497230957,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1963.5,,,,,,1,,,121.275916747335,167.791149276481,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1964-06,136.341644763628,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1964.5,,,,,,1,,,118.217415733125,157.98913847039,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1965-06,130.480790305135,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1965.5,,,,,,1,,,114.730621542235,148.874344348776,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1966-06,124.794370116954,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1966.5,,,,,,1,,,110.518662219401,140.601963862423,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1967-06,119.077244373121,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1967.5,,,,,,1,,,106.220155156887,133.106877625365,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1968-06,113.463649732913,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1968.5,,,,,,1,,,101.572644698813,125.935881593551,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1969-06,107.973446681193,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1969.5,,,,,,1,,,96.9213904664323,119.639649649564,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1970-06,102.656675965042,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1970.5,,,,,,1,,,92.3203599025494,113.650663715741,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1971-06,97.4458552106556,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1971.5,,,,,,1,,,87.6682535262087,107.93947578073,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1972-06,92.4640083902548,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1972.5,,,,,,1,,,83.243761363821,102.415739905089,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1973-06,87.4683009941913,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1973.5,,,,,,1,,,78.9159722638167,96.9840884291222,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1974-06,82.5010725466454,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1974.5,,,,,,1,,,74.4322951510139,91.5628395088327,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1975-06,77.6127021177136,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1975.5,,,,,,1,,,70.0865804423004,86.1120806458421,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1976-06,72.8413812808732,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1976.5,,,,,,1,,,65.7223718517873,80.7831987824982,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1977-06,68.1540287290579,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1977.5,,,,,,1,,,61.5153110862261,75.5597339952196,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1978-06,63.7778268158758,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1978.5,,,,,,1,,,57.4160624347751,70.7355285006631,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1979-06,59.7300662858885,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1979.5,,,,,,1,,,53.7657618719021,66.4372388710874,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1980-06,56.1436939043291,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1980.5,,,,,,1,,,50.4723843971343,62.5119579811313,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1981-06,52.7698198241967,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1981.5,,,,,,1,,,47.337084455197,58.8532375627512,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1982-06,49.7681632643779,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1982.5,,,,,,1,,,44.688716502936,55.5964002317849,,,BSR,BSR
TUN,Tunisia,MRY0,Infant mortality rate,F,Female,_T,Total,UN_IGME,UN IGME estimate,2023,2023,,,1983-06,46.9804832979008,,,,,A,Normal value,D_PER_1000_B,"Deaths per 1,000 live births",,,,,,1983.5,,,,,,1,,,42.0979228142672,52.5617394144212,,,BSR,BSR
